,original_name,release_date,genres,overview,total_views,popularity,vote_average,vote_count,content
292,X-Men: Apocalypse,2016,Action Adventure Fantasy Science Fiction,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",1076,127.905,6.5,11216,"Action Adventure Fantasy Science Fiction 2016 After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan."
293,50 First Dates,2004,Comedy Romance,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",1249,44.334,6.8,6006,"Comedy Romance 2004 Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet."
294,Mechanic: Resurrection,2016,Crime Action Thriller,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",1808,82.616,5.9,2726,"Crime Action Thriller 2016 Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents."
295,Secretariat,2010,Drama,"Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years.",264,19.744,7.4,456,"Drama 2010 Housewife and mother Penny Chenery agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery - with the help of veteran trainer Lucien Laurin - manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years."
296,Star Wars: The Last Jedi,2017,Action Adventure Science Fiction,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.",722,85.407,6.9,12932,"Action Adventure Science Fiction 2017 Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order."
297,Stardust,2007,Family Adventure Fantasy Romance,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",359,22.495,7.2,3302,"Family Adventure Fantasy Romance 2007 In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity."
298,Date Movie,2006,Comedy Romance,"Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father.",327,26.898,4.2,765,"Comedy Romance 2006 Spoof of romantic comedies which focuses on a man, his crush, his parents, and her father."
299,Genius,2016,Drama History,"New York in the 1920s. Max Perkins, a literary editor is the first to sign such subsequent literary greats as Ernest Hemingway and F. Scott Fitzgerald. When a sprawling, chaotic 1,000-page manuscript by an unknown writer falls into his hands, Perkins is convinced he has discovered a literary genius.",366,12.54,6.5,561,"Drama History 2016 New York in the 1920s. Max Perkins, a literary editor is the first to sign such subsequent literary greats as Ernest Hemingway and F. Scott Fitzgerald. When a sprawling, chaotic 1,000-page manuscript by an unknown writer falls into his hands, Perkins is convinced he has discovered a literary genius."
300,Vipers,2008,Action Horror Science Fiction TV Movie,"A set of vipers has been taken by scientists to mutate them to make a cure for cancer. As their experiment goes awry, the vipers escape into the woods - they're not only biting people, they're actually killing people, in a little town.",1130,7.992,4.4,27,"Action Horror Science Fiction TV Movie 2008 A set of vipers has been taken by scientists to mutate them to make a cure for cancer. As their experiment goes awry, the vipers escape into the woods - they're not only biting people, they're actually killing people, in a little town."
301,Superman Returns,2006,Action Adventure Science Fiction,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",752,39.892,5.7,3419,"Action Adventure Science Fiction 2006 Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel."
302,The Dressmaker,2015,Comedy Drama Western,"In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town.",50,18.347,7.0,1371,"Comedy Drama Western 2015 In 1950s Australia, beautiful, talented dressmaker Tilly returns to her tiny hometown to right wrongs from her past. As she tries to reconcile with her mother, she starts to fall in love while transforming the fashion of the town."
